SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Premera Blue Cross of AK - All Plans ,Premera Blue Cross of AK - CHS Employees - All Plans ,Aetna HMO PPO POS - All Plans ,Aetna AK Care (State) HMO PPO POS - All Plans ,Pacific Health Coalition PPO - All Plans ,United Healthcare PPO POS - All Plans ,Cigna PPO - All Plans ,MODA PPO - All Plans ,Multiplan PPO - All Plans 
SURG,Complex drainage wound,10180,16034.3,2/13/2023,8017.15,4810.29,7359.7437,15056.2077,7792.6698,7359.7437,11240.0443,10807.1182,9075.4138,10694.8781,11528.6617,11977.6221,15056.2077
SURG,Debride skin at fx site,11010,36126.4,2/13/2023,18063.2,10837.92,16582.0176,33922.6896,17557.4304,16582.0176,25324.6064,24349.1936,20447.5424,24096.3088,25974.8816,26986.4208,33922.6896
SURG,Deb skin bone at fx site,11012,71976.86,2/13/2023,35988.43,21593.058,33037.37874,67586.27154,34980.75396,33037.37874,50455.77886,48512.40364,40738.90276,48008.56562,51751.36234,53766.71442,67586.27154
SURG,Deb subq tissue 20 sq cm/<,11042,10967.49831,2/13/2023,5483.749154,3290.249493,5034.081724,10298.48091,5330.204178,5034.081724,7688.216314,7392.09386,6207.604043,7315.321372,7885.631284,8192.721237,10298.48091
SURG,Deb musc/fascia 20 sq cm/<,11043,32269.2625,2/13/2023,16134.63125,9680.77875,14811.59149,30300.83749,15682.86158,14811.59149,22620.75301,21749.48293,18264.40258,21523.59809,23201.59974,24105.13909,30300.83749
SURG,Deb bone 20 sq cm/<,11044,25841.46667,2/13/2023,12920.73333,7752.44,11861.2332,24265.1372,12558.9528,11861.2332,18114.86813,17417.14853,14626.27013,17236.25827,18580.01453,19303.5756,24265.1372
SURG,Deb subq tissue add-on,11045,25384.2253,2/13/2023,12692.11265,7615.26759,11651.35941,23835.78756,12336.7335,11651.35941,17794.34194,17108.96785,14367.47152,16931.27828,18251.25799,18962.0163,23835.78756
SURG,Deb musc/fascia add-on,11046,31767.7,2/13/2023,15883.85,9530.31,14581.3743,29829.8703,15439.1022,14581.3743,22269.1577,21411.4298,17980.5182,21189.0559,22840.9763,23730.4719,29829.8703
SURG,Deb bone add-on,11047,16131,2/13/2023,8065.5,4839.3,7404.129,15147.009,7839.666,7404.129,11307.831,10872.294,9130.146,10759.377,11598.189,12049.857,15147.009
SURG,Trim skin lesion,11055,5469,2/13/2023,2734.5,1640.7,2510.271,5135.391,2657.934,2510.271,3833.769,3686.106,3095.454,3647.823,3932.211,4085.343,5135.391
SURG,Trim skin lesions 2 to 4,11056,1452,2/13/2023,726,435.6,666.468,1363.428,705.672,666.468,1017.852,978.648,821.832,968.484,1043.988,1084.644,1363.428
SURG,Trim skin lesions over 4,11057,8408,2/13/2023,4204,2522.4,3859.272,7895.112,4086.288,3859.272,5894.008,5666.992,4758.928,5608.136,6045.352,6280.776,7895.112
SURG,Punch bx skin single lesion,11104,10222.95636,2/13/2023,5111.478182,3066.886909,4692.336971,9599.356025,4968.356793,4692.336971,7166.292411,6890.272589,5786.193302,6818.711895,7350.305625,7636.548404,9599.356025
SURG,Punch bx skin ea sep/addl,11105,5304,2/13/2023,2652,1591.2,2434.536,4980.456,2577.744,2434.536,3718.104,3574.896,3002.064,3537.768,3813.576,3962.088,4980.456
SURG,Incal bx skn single les,11106,12209,2/13/2023,6104.5,3662.7,5603.931,11464.251,5933.574,5603.931,8558.509,8228.866,6910.294,8143.403,8778.271,9120.123,11464.251
SURG,Removal of skin tags <w/15,11200,14616.825,2/13/2023,7308.4125,4385.0475,6709.122675,13725.19868,7103.77695,6709.122675,10246.39433,9851.74005,8273.12295,9749.422275,10509.49718,10918.76828,13725.19868
SURG,Exc tr-ext b9+marg 0.5 cm<,11400,22076.55,2/13/2023,11038.275,6622.965,10133.13645,20729.88045,10729.2033,10133.13645,15475.66155,14879.5947,12495.3273,14725.05885,15873.03945,16491.18285,20729.88045
SURG,Exc tr-ext b9+marg 3.1-4 cm,11404,15613.86667,2/13/2023,7806.933333,4684.16,7166.7648,14661.4208,7588.3392,7166.7648,10945.32053,10523.74613,8837.448533,10414.44907,11226.37013,11663.5584,14661.4208
SURG,Exc tr-ext b9+marg >4.0 cm,11406,42121.975,2/13/2023,21060.9875,12636.5925,19333.98653,39552.53453,20471.27985,19333.98653,29527.50448,28390.21115,23841.03785,28095.35733,30285.70003,31465.11533,39552.53453
SURG,Exc h-f-nk-sp b9+marg 0.5/<,11420,18136.8,2/13/2023,9068.4,5441.04,8324.7912,17030.4552,8814.4848,8324.7912,12713.8968,12224.2032,10265.4288,12097.2456,13040.3592,13548.1896,17030.4552
SURG,Exc h-f-nk-sp b9+marg 1.1-2,11422,14819.95,2/13/2023,7409.975,4445.985,6802.35705,13915.93305,7202.4957,6802.35705,10388.78495,9988.6463,8388.0917,9884.90665,10655.54405,11070.50265,13915.93305
SURG,Exc h-f-nk-sp b9+marg >4 cm,11426,35953.65,2/13/2023,17976.825,10786.095,16502.72535,33760.47735,17473.4739,16502.72535,25203.50865,24232.7601,20349.7659,23981.08455,25850.67435,26857.37655,33760.47735
SURG,Removal sweat gland lesion,11450,26393.7,2/13/2023,13196.85,7918.11,12114.7083,24783.6843,12827.3382,12114.7083,18501.9837,17789.3538,14938.8342,17604.5979,18977.0703,19716.0939,24783.6843
SURG,Exc tr-ext mal+marg 2.1-3 cm,11603,15284.9,2/13/2023,7642.45,4585.47,7015.7691,14352.5211,7428.4614,7015.7691,10714.7149,10302.0226,8651.2534,10195.0283,10989.8431,11417.8203,14352.5211
SURG,Exc f/e/e/n/l mal+mrg 2.1-3,11643,16693,2/13/2023,8346.5,5007.9,7662.087,15674.727,8112.798,7662.087,11701.793,11251.082,9448.238,11134.231,12002.267,12469.671,15674.727
SURG,Debride nail 1-5,11720,40194.4,2/13/2023,20097.2,12058.32,18449.2296,37742.5416,19534.4784,18449.2296,28176.2744,27091.0256,22750.0304,26809.6648,28899.7736,30025.2168,37742.5416
SURG,Removal of nail plate,11730,16970.67143,2/13/2023,8485.335714,5091.201429,7789.538186,15935.46047,8247.746314,7789.538186,11896.44067,11438.23254,9605.400029,11319.43784,12201.91276,12677.09156,15935.46047
SURG,Remove nail plate add-on,11732,19580.5,2/13/2023,9790.25,5874.15,8987.4495,18386.0895,9516.123,8987.4495,13725.9305,13197.257,11082.563,13060.1935,14078.3795,14626.6335,18386.0895
SURG,Drain blood from under nail,11740,3449.666667,2/13/2023,1724.833333,1034.9,1583.397,3239.237,1676.538,1583.397,2418.216333,2325.075333,1952.511333,2300.927667,2480.310333,2576.901,3239.237
SURG,Removal of nail bed,11750,9729.238462,2/13/2023,4864.619231,2918.771538,4465.720454,9135.754915,4728.409892,4465.720454,6820.196162,6557.506723,5506.748969,6489.402054,6995.322454,7267.741131,9135.754915
SURG,Repair of nail bed,11760,28697.9375,2/13/2023,14348.96875,8609.38125,13172.35331,26947.36331,13947.19763,13172.35331,20117.25419,19342.40988,16243.03263,19141.52431,20633.81706,21437.35931,26947.36331
SURG,Excision of nail fold toe,11765,3294,2/13/2023,1647,988.2,1511.946,3093.066,1600.884,1511.946,2309.094,2220.156,1864.404,2197.098,2368.386,2460.618,3093.066
SURG,Remove pilonidal cyst simple,11770,13850.5,2/13/2023,6925.25,4155.15,6357.3795,13005.6195,6731.343,6357.3795,9709.2005,9335.237,7839.383,9238.2835,9958.5095,10346.3235,13005.6195
SURG,Remove pilonidal cyst exten,11771,23750.6,2/13/2023,11875.3,7125.18,10901.5254,22301.8134,11542.7916,10901.5254,16649.1706,16007.9044,13442.8396,15841.6502,17076.6814,17741.6982,22301.8134
SURG,Remove pilonidal cyst compl,11772,24764.6,2/13/2023,12382.3,7429.38,11366.9514,23253.9594,12035.5956,11366.9514,17359.9846,16691.3404,14016.7636,16517.9882,17805.7474,18499.1562,23253.9594
SURG,Insertion drug dlvr implant,11981,24797.3,2/13/2023,12398.65,7439.19,11381.9607,23284.6647,12051.4878,11381.9607,17382.9073,16713.3802,14035.2718,16539.7991,17829.2587,18523.5831,23284.6647
SURG,Remove drug implant device,11982,39419.495,2/13/2023,19709.7475,11825.8485,18093.54821,37014.90581,19157.87457,18093.54821,27633.066,26568.73963,22311.43417,26292.80317,28342.61691,29446.36277,37014.90581
SURG,Rpr s/n/ax/gen/trnk 2.5cm/<,12001,5684.624267,2/13/2023,2842.312134,1705.38728,2609.242539,5337.862187,2762.727394,2609.242539,3984.921611,3831.436756,3217.497335,3791.644386,4087.244848,4246.414328,5337.862187
SURG,Rpr s/n/ax/gen/trnk2.6-7.5cm,12002,6778.809917,2/13/2023,3389.404959,2033.642975,3111.473752,6365.302512,3294.50162,3111.473752,4751.945752,4568.917884,3836.806413,4521.466215,4873.96433,5063.771008,6365.302512
SURG,Rpr s/n/ax/gen/trk7.6-12.5cm,12004,13314.20303,2/13/2023,6657.101515,3994.260909,6111.219191,12502.03665,6470.702673,6111.219191,9333.256324,8973.772842,7535.838915,8880.573421,9572.911979,9945.709664,12502.03665
SURG,Rpr s/n/a/gen/trk12.6-20.0cm,12005,3942.8,2/13/2023,1971.4,1182.84,1809.7452,3702.2892,1916.2008,1809.7452,2763.9028,2657.4472,2231.6248,2629.8476,2834.8732,2945.2716,3702.2892
SURG,Rpr s/n/a/gen/trk20.1-30.0cm,12006,10373.66667,2/13/2023,5186.833333,3112.1,4761.513,9740.873,5041.602,4761.513,7271.940333,6991.851333,5871.495333,6919.235667,7458.666333,7749.129,9740.873
SURG,Rpr f/e/e/n/l/m 2.5 cm/<,12011,5672.965031,2/13/2023,2836.482516,1701.889509,2603.890949,5326.914164,2757.061005,2603.890949,3976.748487,3823.578431,3210.898208,3783.867676,4078.861857,4237.704878,5326.914164
SURG,Rpr f/e/e/n/l/m 2.6-5.0 cm,12013,8787.632857,2/13/2023,4393.816429,2636.289857,4033.523481,8251.587253,4270.789569,4033.523481,6160.130633,5922.864546,4973.800197,5861.351116,6318.308024,6564.361744,8251.587253
SURG,Rpr f/e/e/n/l/m 5.1-7.5 cm,12014,8685.9,2/13/2023,4342.95,2605.77,3986.8281,8156.0601,4221.3474,3986.8281,6088.8159,5854.2966,4916.2194,5793.4953,6245.1621,6488.3673,8156.0601
SURG,Rpr f/e/e/n/l/m 7.6-12.5 cm,12015,8062.142857,2/13/2023,4031.071429,2418.642857,3700.523571,7570.352143,3918.201429,3700.523571,5651.562143,5433.884286,4563.172857,5377.449286,5796.680714,6022.420714,7570.352143
SURG,Rpr fe/e/en/l/m 12.6-20.0 cm,12016,27146,2/13/2023,13573,8143.8,12460.014,25490.094,13192.956,12460.014,19029.346,18296.404,15364.636,18106.382,19517.974,20278.062,25490.094
SURG,Closure of split wound,12020,28244.7,2/13/2023,14122.35,8473.41,12964.3173,26521.7733,13726.9242,12964.3173,19799.5347,19036.9278,15986.5002,18839.2149,20307.9393,21098.7909,26521.7733
SURG,Intmd rpr s/a/t/ext 2.5 cm/<,12031,5071.333333,2/13/2023,2535.666667,1521.4,2327.742,4761.982,2464.668,2327.742,3555.004667,3418.078667,2870.374667,3382.579333,3646.288667,3788.286,4761.982
SURG,Intmd rpr s/a/t/ext 2.6-7.5,12032,14362.95,2/13/2023,7181.475,4308.885,6592.59405,13486.81005,6980.3937,6592.59405,10068.42795,9680.6283,8129.4297,9580.08765,10326.96105,10729.12365,13486.81005
SURG,Intmd rpr s/tr/ext 7.6-12.5,12034,12825.85,2/13/2023,6412.925,3847.755,5887.06515,12043.47315,6233.3631,5887.06515,8990.92085,8644.6229,7259.4311,8554.84195,9221.78615,9580.90995,12043.47315
SURG,Intmd rpr s/a/t/ext 12.6-20,12035,12346.75,2/13/2023,6173.375,3704.025,5667.15825,11593.59825,6000.5205,5667.15825,8655.07175,8321.7095,6988.2605,8235.28225,8877.31325,9223.02225,11593.59825
SURG,Intmd rpr s/tr/ext >30.0 cm,12037,4168,2/13/2023,2084,1250.4,1913.112,3913.752,2025.648,1913.112,2921.768,2809.232,2359.088,2780.056,2996.792,3113.496,3913.752
SURG,Intmd rpr n-hf/genit 2.5cm/<,12041,4943.357143,2/13/2023,2471.678571,1483.007143,2269.000929,4641.812357,2402.471571,2269.000929,3465.293357,3331.822714,2797.940143,3297.219214,3554.273786,3692.687786,4641.812357
SURG,Intmd rpr n-hf/genit2.6-7.5,12042,6719.5,2/13/2023,3359.75,2015.85,3084.2505,6309.6105,3265.677,3084.2505,4710.3695,4528.943,3803.237,4481.9065,4831.3205,5019.4665,6309.6105
SURG,Intmd rpr n-hf/genit7.6-12.5,12044,7650,2/13/2023,3825,2295,3511.35,7183.35,3717.9,3511.35,5362.65,5156.1,4329.9,5102.55,5500.35,5714.55,7183.35
SURG,Intmd rpr n-hf/genit12.6-20,12045,10404,2/13/2023,5202,3121.2,4775.436,9769.356,5056.344,4775.436,7293.204,7012.296,5888.664,6939.468,7480.476,7771.788,9769.356
SURG,Intmd rpr face/mm 2.5 cm/<,12051,15229.6,2/13/2023,7614.8,4568.88,6990.3864,14300.5944,7401.5856,6990.3864,10675.9496,10264.7504,8619.9536,10158.1432,10950.0824,11376.5112,14300.5944
SURG,Intmd rpr face/mm 2.6-5.0 cm,12052,6953.333333,2/13/2023,3476.666667,2086,3191.58,6529.18,3379.32,3191.58,4874.286667,4686.546667,3935.586667,4637.873333,4999.446667,5194.14,6529.18
SURG,Intmd rpr face/mm 5.1-7.5 cm,12053,20392.93,2/13/2023,10196.465,6117.879,9360.35487,19148.96127,9910.96398,9360.35487,14295.44393,13744.83482,11542.39838,13602.08431,14662.51667,15233.51871,19148.96127
SURG,Intmd rpr face/mm 7.6-12.5cm,12054,13306.66667,2/13/2023,6653.333333,3992,6107.76,12494.96,6467.04,6107.76,9327.973333,8968.693333,7531.573333,8875.546667,9567.493333,9940.08,12494.96
SURG,Intmd rpr face/mm 12.6-20 cm,12055,15827,2/13/2023,7913.5,4748.1,7264.593,14861.553,7691.922,7264.593,11094.727,10667.398,8958.082,10556.609,11379.613,11822.769,14861.553
SURG,Cmplx rpr trunk 2.6-7.5 cm,13101,24013.9,2/13/2023,12006.95,7204.17,11022.3801,22549.0521,11670.7554,11022.3801,16833.7439,16185.3686,13591.8674,16017.2713,17265.9941,17938.3833,22549.0521
SURG,Cmplx rpr s/a/l 2.6-7.5 cm,13121,29823.9,2/13/2023,14911.95,8947.17,13689.1701,28004.6421,14494.4154,13689.1701,20906.5539,20101.3086,16880.3274,19892.5413,21443.3841,22278.4533,28004.6421
SURG,Cmplx rpr s/a/l addl 5 cm/>,13122,35840.35,2/13/2023,17920.175,10752.105,16450.72065,33654.08865,17418.4101,16450.72065,25124.08535,24156.3959,20285.6381,23905.51345,25769.21165,26772.74145,33654.08865
SURG,Cmplx rpr f/c/c/m/n/ax/g/h/f,13131,10991,2/13/2023,5495.5,3297.3,5044.869,10320.549,5341.626,5044.869,7704.691,7407.934,6220.906,7330.997,7902.529,8210.277,10320.549
SURG,Cmplx rpr f/c/c/m/n/ax/g/h/f,13132,21828.46667,2/13/2023,10914.23333,6548.54,10019.2662,20496.9302,10608.6348,10019.2662,15301.75513,14712.38653,12354.91213,14559.58727,15694.66753,16305.8646,20496.9302
SURG,Cmplx rpr f/c/c/m/n/ax/g/h/f,13133,44798.4,2/13/2023,22399.2,13439.52,20562.4656,42065.6976,21772.0224,20562.4656,31403.6784,30194.1216,25355.8944,29880.5328,32210.0496,33464.4048,42065.6976
SURG,Cmplx rpr e/n/e/l 1.1-2.5 cm,13151,36417.5,2/13/2023,18208.75,10925.25,16715.6325,34196.0325,17698.905,16715.6325,25528.6675,24545.395,20612.305,24290.4725,26184.1825,27203.8725,34196.0325
SURG,Late closure of wound,13160,27921.1,2/13/2023,13960.55,8376.33,12815.7849,26217.9129,13569.6546,12815.7849,19572.6911,18818.8214,15803.3426,18623.3737,20075.2709,20857.0617,26217.9129
SURG,Tis trnfr f/c/c/m/n/a/g/h/f,14040,24413.5,2/13/2023,12206.75,7324.05,11205.7965,22924.2765,11864.961,11205.7965,17113.8635,16454.699,13818.041,16283.8045,17553.3065,18236.8845,22924.2765
SURG,Tis trnfr e/n/e/l 10 sq cm/<,14060,31587.5,2/13/2023,15793.75,9476.25,14498.6625,29660.6625,15351.525,14498.6625,22142.8375,21289.975,17878.525,21068.8625,22711.4125,23595.8625,29660.6625
SURG,Skin full grft face/genit/hf,15240,42914.5,2/13/2023,21457.25,12874.35,19697.7555,40296.7155,20856.447,19697.7555,30083.0645,28924.373,24289.607,28623.9715,30855.5255,32057.1315,40296.7155
SURG,Skin sub graft trnk/arm/leg,15271,30522.03509,2/13/2023,15261.01754,9156.610526,14009.61411,28660.19095,14833.70905,14009.61411,21395.9466,20571.85165,17275.47186,20358.1974,21945.34323,22799.96021,28660.19095
SURG,Skin sub graft t/a/l add-on,15272,56861.15385,2/13/2023,28430.57692,17058.34615,26099.26962,53392.62346,27634.52077,26099.26962,39859.66885,38324.41769,32183.41308,37926.38962,40883.16962,42475.28192,53392.62346
SURG,Skin sub grft t/arm/lg child,15273,100255.6667,2/13/2023,50127.83333,30076.7,46017.351,94140.071,48724.254,46017.351,70279.22233,67572.31933,56744.70733,66870.52967,72083.82433,74890.983,94140.071
SURG,Skn sub grft t/a/l child add,15274,124219,2/13/2023,62109.5,37265.7,57016.521,116641.641,60370.434,57016.521,87077.519,83723.606,70307.954,82854.073,89313.461,92791.593,116641.641
SURG,Skin sub graft face/nk/hf/g,15275,20827.16505,2/13/2023,10413.58252,6248.149515,9559.668757,19556.70798,10122.00221,9559.668757,14599.8427,14037.50924,11788.17542,13891.71909,14974.73167,15557.89229,19556.70798
SURG,Composite skin graft,15760,22525,2/13/2023,11262.5,6757.5,10338.975,21150.975,10947.15,10338.975,15790.025,15181.85,12749.15,15024.175,16195.475,16826.175,21150.975
SURG,Grfg autol soft tiss dir exc,15769,65565.7,2/13/2023,32782.85,19669.71,30094.6563,61566.1923,31864.9302,30094.6563,45961.5557,44191.2818,37110.1862,43732.3219,47141.7383,48977.5779,61566.1923
SURG,Dressing change not for burn,15852,11610,2/13/2023,5805,3483,5328.99,10901.79,5642.46,5328.99,8138.61,7825.14,6571.26,7743.87,8347.59,8672.67,10901.79
SURG,Dress/debrid p-thick burn s,16020,4038.503448,2/13/2023,2019.251724,1211.551034,1853.673083,3792.154738,1962.712676,1853.673083,2830.990917,2721.951324,2285.792952,2693.6818,2903.683979,3016.762076,3792.154738
SURG,Dress/debrid p-thick burn m,16025,3703.666667,2/13/2023,1851.833333,1111.1,1699.983,3477.743,1799.982,1699.983,2596.270333,2496.271333,2096.275333,2470.345667,2662.936333,2766.639,3477.743
SURG,Dress/debrid p-thick burn l,16030,12677.575,2/13/2023,6338.7875,3803.2725,5819.006925,11904.24293,6161.30145,5819.006925,8886.980075,8544.68555,7175.50745,8455.942525,9115.176425,9470.148525,11904.24293
SURG,Chem caut of granltj tissue,17250,8006.833333,2/13/2023,4003.416667,2402.05,3675.1365,7518.4165,3891.321,3675.1365,5612.790167,5396.605667,4531.867667,5340.557833,5756.913167,5981.1045,7518.4165
SURG,Unlistd px skn muc memb subq,17999,29398.2,2/13/2023,14699.1,8819.46,13493.7738,27604.9098,14287.5252,13493.7738,20608.1382,19814.3868,16639.3812,19608.5994,21137.3058,21960.4554,27604.9098
SURG,Bx breast 1st lesion strtctc,19081,36766.7,2/13/2023,18383.35,11030.01,16875.9153,34523.9313,17868.6162,16875.9153,25773.4567,24780.7558,20809.9522,24523.3889,26435.2573,27464.7249,34523.9313
SURG,Bx breast 1st lesion us imag,19083,69084,2/13/2023,34542,20725.2,31709.556,64869.876,33574.824,31709.556,48427.884,46562.616,39101.544,46079.028,49671.396,51605.748,64869.876
SURG,Removal of breast lesion,19120,31261.1,2/13/2023,15630.55,9378.33,14348.8449,29354.1729,15192.8946,14348.8449,21914.0311,21069.9814,17693.7826,20851.1537,22476.7309,23352.0417,29354.1729
SURG,Excision breast lesion,19125,35161.1,2/13/2023,17580.55,10548.33,16138.9449,33016.2729,17088.2946,16138.9449,24647.9311,23698.5814,19901.1826,23452.4537,25280.8309,26265.3417,33016.2729
SURG,Perq dev breast 1st strtctc,19283,66723.05,2/13/2023,33361.525,20016.915,30625.87995,62652.94395,32427.4023,30625.87995,46772.85805,44971.3357,37765.2463,44504.27435,47973.87295,49842.11835,62652.94395
SURG,Partial mastectomy,19301,37923.69091,2/13/2023,18961.84545,11377.10727,17406.97413,35610.34576,18430.91378,17406.97413,26584.50733,25560.56767,21464.80905,25295.10184,27267.13376,28328.99711,35610.34576
SURG,Mast simple complete,19303,48290,2/13/2023,24145,14487,22165.11,45344.31,23468.94,22165.11,33851.29,32547.46,27332.14,32209.43,34720.51,36072.63,45344.31
SURG,Mast mod rad,19307,45970.15,2/13/2023,22985.075,13791.045,21100.29885,43165.97085,22341.4929,21100.29885,32225.07515,30983.8811,26019.1049,30662.09005,33052.53785,34339.70205,43165.97085
SURG,Rmvl intact breast implant,19328,35161.1,2/13/2023,17580.55,10548.33,16138.9449,33016.2729,17088.2946,16138.9449,24647.9311,23698.5814,19901.1826,23452.4537,25280.8309,26265.3417,33016.2729
SURG,Peri-implt capslc brst compl,19371,40866,2/13/2023,20433,12259.8,18757.494,38373.174,19860.876,18757.494,28647.066,27543.684,23130.156,27257.622,29382.654,30526.902,38373.174
SURG,Explore wound extremity,20103,16960.26667,2/13/2023,8480.133333,5088.08,7784.7624,15925.6904,8242.6896,7784.7624,11889.14693,11431.21973,9599.510933,11312.49787,12194.43173,12669.3192,15925.6904
SURG,Deep muscle biopsy,20205,20633.8,2/13/2023,10316.9,6190.14,9470.9142,19375.1382,10028.0268,9470.9142,14464.2938,13907.1812,11678.7308,13762.7446,14835.7022,15413.4486,19375.1382
SURG,Needle biopsy muscle,20206,13207,2/13/2023,6603.5,3962.1,6062.013,12401.373,6418.602,6062.013,9258.107,8901.518,7475.162,8809.069,9495.833,9865.629,12401.373
SURG,Bone biopsy trocar/needle,20220,15803.41667,2/13/2023,7901.708333,4741.025,7253.76825,14839.40825,7680.4605,7253.76825,11078.19508,10651.50283,8944.733833,10540.87892,11362.65658,11805.15225,14839.40825
SURG,Bone biopsy trocar/needle,20225,14951,2/13/2023,7475.5,4485.3,6862.509,14038.989,7266.186,6862.509,10480.651,10076.974,8462.266,9972.317,10749.769,11168.397,14038.989
SURG,Bone biopsy open superficial,20240,26449.4,2/13/2023,13224.7,7934.82,12140.2746,24835.9866,12854.4084,12140.2746,18541.0294,17826.8956,14970.3604,17641.7498,19017.1186,19757.7018,24835.9866
SURG,Removal of foreign body,20520,5273,2/13/2023,2636.5,1581.9,2420.307,4951.347,2562.678,2420.307,3696.373,3554.002,2984.518,3517.091,3791.287,3938.931,4951.347
SURG,Inj trigger point 1/2 muscl,20552,4236,2/13/2023,2118,1270.8,1944.324,3977.604,2058.696,1944.324,2969.436,2855.064,2397.576,2825.412,3045.684,3164.292,3977.604
SURG,Drain/inj joint/bursa w/o us,20610,12614.43333,2/13/2023,6307.216667,3784.33,5790.0249,11844.9529,6130.6146,5790.0249,8842.717767,8502.128067,7139.769267,8413.827033,9069.777567,9422.9817,11844.9529
SURG,Removal of support implant,20680,45122.96765,2/13/2023,22561.48382,13536.89029,20711.44215,42370.46662,21929.76228,20711.44215,31631.20032,30412.88019,25539.59969,30097.01942,32443.41374,33706.85683,42370.46662
SURG,Apply bone fixation device,20690,103555.7667,2/13/2023,51777.88333,31066.73,47532.0969,97238.8649,50328.1026,47532.0969,72592.59243,69796.58673,58612.56393,69071.69637,74456.59623,77356.1577,97238.8649
SURG,Apply bone fixation device,20692,116383,2/13/2023,58191.5,34914.9,53419.797,109283.637,56562.138,53419.797,81584.483,78442.142,65872.778,77627.461,83679.377,86938.101,109283.637
SURG,Mnl prep&insj dp rx dlvr dev,20700,32629.7,2/13/2023,16314.85,9788.91,14977.0323,30639.2883,15858.0342,14977.0323,22873.4197,21992.4178,18468.4102,21764.0099,23460.7543,24374.3859,30639.2883
SURG,Sp bone algrft morsel add-on,20930,150953.745,2/13/2023,75476.8725,45286.1235,69287.76896,141745.5666,73363.52007,69287.76896,105818.5752,101742.8241,85439.81967,100686.1479,108535.7427,112762.4475,141745.5666
SURG,Sp bone algrft struct add-on,20931,154755.6645,2/13/2023,77377.83226,46426.69935,71032.85001,145315.569,75211.25295,71032.85001,108483.7208,104305.3179,87591.70612,103222.0282,111269.3228,115602.4814,145315.569
SURG,Sp bone agrft local add-on,20936,156885.735,2/13/2023,78442.8675,47065.7205,72010.55237,147315.7052,76246.46721,72010.55237,109976.9002,105740.9854,88797.32601,104642.7852,112800.8435,117193.644,147315.7052
SURG,Cptr-asst dir ms px,20985,128572.4968,2/13/2023,64286.24842,38571.74905,59014.77605,120729.5745,62486.23347,59014.77605,90129.32029,86657.86287,72772.03321,85757.85539,92443.62523,96043.65514,120729.5745
SURG,Contour of face bone lesion,21029,29690.7,2/13/2023,14845.35,8907.21,13628.0313,27879.5673,14429.6802,13628.0313,20813.1807,20011.5318,16804.9362,19803.6969,21347.6133,22178.9529,27879.5673
SURG,Remove exostosis mandible,21031,24373.62,2/13/2023,12186.81,7312.086,11187.49158,22886.82918,11845.57932,11187.49158,17085.90762,16427.81988,13795.46892,16257.20454,17524.63278,18207.09414,22886.82918
SURG,Remove exostosis maxilla,21032,25784.2,2/13/2023,12892.1,7735.26,11834.9478,24211.3638,12531.1212,11834.9478,18074.7242,17378.5508,14593.8572,17198.0614,18538.8398,19260.7974,24211.3638
SURG,Excise mandible lesion,21040,35502.8,2/13/2023,17751.4,10650.84,16295.7852,33337.1292,17254.3608,16295.7852,24887.4628,23928.8872,20094.5848,23680.3676,25526.5132,26520.5916,33337.1292
SURG,Reconst lwr jaw w/fixation,21196,91489.15,2/13/2023,45744.575,27446.745,41993.51985,85908.31185,44463.7269,41993.51985,64133.89415,61663.6871,51782.8589,61023.26305,65780.69885,68342.39505,85908.31185
SURG,Reconstruction of jaw joint,21240,49499.4,2/13/2023,24749.7,14849.82,22720.2246,46479.9366,24056.7084,22720.2246,34699.0794,33362.5956,28016.6604,33016.0998,35590.0686,36976.0518,46479.9366
SURG,Clsd tx nsl fx w/mnpj&stablj,21320,18107.4,2/13/2023,9053.7,5432.22,8311.2966,17002.8486,8800.1964,8311.2966,12693.2874,12204.3876,10248.7884,12077.6358,13019.2206,13526.2278,17002.8486
SURG,Drain neck/chest lesion,21501,28668.8,2/13/2023,14334.4,8600.64,13158.9792,26920.0032,13933.0368,13158.9792,20096.8288,19322.7712,16226.5408,19122.0896,20612.8672,21415.5936,26920.0032
SURG,Biopsy of neck/chest,21550,40479.25,2/13/2023,20239.625,12143.775,18579.97575,38010.01575,19672.9155,18579.97575,28375.95425,27283.0145,22911.2555,26999.65975,29104.58075,30237.99975,38010.01575
SURG,Exc neck les sc 3 cm/>,21552,24062.4,2/13/2023,12031.2,7218.72,11044.6416,22594.5936,11694.3264,11044.6416,16867.7424,16218.0576,13619.3184,16049.6208,17300.8656,17974.6128,22594.5936
SURG,Exc neck les sc < 3 cm,21555,26112.8,2/13/2023,13056.4,7833.84,11985.7752,24519.9192,12690.8208,11985.7752,18305.0728,17600.0272,14779.8448,17417.2376,18775.1032,19506.2616,24519.9192
SURG,Optx of rib fx w/fixj scope,21811,155987.1,2/13/2023,77993.55,46796.13,71598.0789,146471.8869,75809.7306,71598.0789,109346.9571,105135.3054,88288.6986,104043.3957,112154.7249,116522.3637,146471.8869
SURG,Biopsy soft tissue of back,21925,26144.2,2/13/2023,13072.1,7843.26,12000.1878,24549.4038,12706.0812,12000.1878,18327.0842,17621.1908,14797.6172,17438.1814,18797.6798,19529.7174,24549.4038
